image_name,points
medicakolkata_ccu2_mon--5_2022_6_8_3_6_35.jpeg,"[234.6999969482422, 148.89999389648438, 747.5, 207.1999969482422, 761.1, 614.8, 250.1999969482422, 554.2000122070312]"
medicakolkata_ccu3_mon--10_2022_5_30_20_4_15.jpeg,"[258, 176.10000610351562, 806.2, 169.6, 810.9000244140625, 569.7999877929688, 260.6000061035156, 585.2999877929688]"
medicakolkata_ccu1_mon--8_2022_6_20_20_1_0.jpeg,"[276.1000061035156, 50.5, 830.1, 40.6, 838.0999755859375, 472.70001220703125, 280, 479.1000061035156]"
hcgnagpur_icu_mon--1_2022_6_20_18_30_1.jpeg,"[344.79998779296875, 168.3000030517578, 795, 143.9, 810.9000244140625, 474, 364.20001220703125, 501.20001220703125]"
medicakolkata_ccu2_mon--8_2022_6_20_18_5_13.jpeg,"[346.1000061035156, 156.6999969482422, 834.1, 120.3, 848.2, 474.6, 366.79998779296875, 512.7999877929688]"
medicakolkata_mau_mon--1_2022_6_8_6_8_40.jpeg,"[404.9, 230.1, 875, 231.5, 848.5, 598.2999877929688, 379.70001220703125, 599.5999755859375]"
medicakolkata_ccu3_mon--8_2022_6_20_23_3_20.jpeg,"[368.2, 172.4, 980.8, 196.1, 940.4000244140625, 609.9000244140625, 341, 594.1]"
medicasiliguri_icu_mon--7_2022_5_18_5_15_28.jpeg,"[483, 313.3, 717.7000122070312, 301.70001220703125, 717.7000122070312, 501.20001220703125, 478.1000061035156, 521.9000244140625]"
medicakolkata_ccu2_mon--5_2022_5_18_20_6_54.jpeg,"[571.4000244140625, 193, 1139.9000244140625, 207.1999969482422, 1102.300048828125, 616.4000244140625, 537.7000122070312, 606]"
medicakolkata_mau_mon--9_2022_5_18_15_7_48.jpeg,"[491.1, 158, 944.3, 160.6, 946.9000244140625, 516.7000122070312, 495, 511.5]"
medicakolkata_ccu2_mon--7_2022_5_30_17_7_4.jpeg,"[368.1000061035156, 163.1999969482422, 796.7000122070312, 172.1999969482422, 782.2, 490.8, 357.70001220703125, 476.6000061035156]"
medicakolkata_ccu3_mon--3_2022_5_18_7_3_1.jpeg,"[377.1000061035156, 227.89999389648438, 878.2999877929688, 203.3000030517578, 909.4000244140625, 551.7000122070312, 405.6000061035156, 575]"
medicakolkata_ccu2_mon--4_2022_5_18_10_6_15.jpeg,"[219.8, 167.8, 693.0999755859375, 193, 713.7999877929688, 537.4000244140625, 237.3000030517578, 508.8999938964844]"
hcgnagpur_icu_mon--7_2022_6_20_2_30_58.jpeg,"[405.4, 245.5, 722.9000244140625, 260.29998779296875, 724.2000122070312, 515.4000244140625, 409.6, 490.4]"
medicakolkata_rcu_mon--2_2022_5_30_12_4_28.jpeg,"[518, 275.2, 763.6, 282.5, 765.5999755859375, 464.8999938964844, 514.4000244140625, 459.70001220703125]"
medicakolkata_ccu3_mon--6_2022_5_18_4_3_14.jpeg,"[300.6, 136.2, 826.5, 185.2, 798, 580.1, 272.2, 529.6]"
medicakolkata_ccu1_mon--8_2022_6_20_23_1_11.jpeg,"[279.2, 62, 831.7, 50.5, 838.1, 479.1, 282.6, 485.6]"
medicakolkata_ccu1_mon--8_2022_5_30_4_1_12.jpeg,"[405.6000061035156, 160.60000610351562, 979.3, 150.2, 984.5, 562, 412.1000061035156, 580.0999755859375]"
medicakolkata_ccu2_mon--7_2022_5_30_2_6_14.jpeg,"[514.7, 165.1, 910.7000122070312, 164.5, 891.2000122070312, 480.3999938964844, 493.2, 485.2]"
medicasiliguri_icu_mon--6_2022_6_8_17_15_38.jpeg,"[377, 102, 699.6, 62.2, 724.2, 297.8, 403, 341.8999938964844]"
medicakolkata_ccu3_mon--2_2022_5_18_20_2_47.jpeg,"[450.8999938964844, 200.6999969482422, 996.0999755859375, 193, 961.2000122070312, 563.2999877929688, 426.29998779296875, 572.4000244140625]"
hcgbhavnagar_micu_mon--406_2022_5_18_1_20_24.jpeg,"[362.8999938964844, 115.30000305175781, 840.7, 136.5, 830.4000244140625, 499.8999938964844, 348.6000061035156, 477.79998779296875]"
medicakolkata_ccu1_mon--12_2022_6_8_5_2_4.jpeg,"[680.2000122070312, 176.10000610351562, 1196.4, 165.8, 1170.9000244140625, 567.2000122070312, 658.0999755859375, 584]"
medicakolkata_ccu3_mon--6_2022_6_8_8_3_31.jpeg,"[379.4, 169, 908.0999755859375, 209.8000030517578, 871.7999877929688, 597, 344.79998779296875, 553]"
medicakolkata_ccu1_mon--12_2022_6_8_3_2_3.jpeg,"[676.2999877929688, 174.8000030517578, 1202, 160.5, 1173.5, 567.2000122070312, 656.7999877929688, 589.2000122070312]"
medicasiliguri_ccu_mon--1_2022_6_20_11_15_14.jpeg,"[351.9, 137.2, 724.2000122070312, 137.3000030517578, 721.5999755859375, 418.29998779296875, 348.6000061035156, 417]"
medicakolkata_ccu1_mon--9_2022_6_20_9_1_11.jpeg,"[275.1, 167.4, 823.4, 140.6, 836.2, 565.3, 282, 595.5]"
kamalnayanbajaj_micu_mon--14_2022_6_20_6_46_23.jpeg,"[396.6000061035156, 247.3000030517578, 765.5999755859375, 208.5, 770.7999877929688, 468.79998779296875, 404.8, 509]"
medicakolkata_ccu1_mon--9_2022_6_8_9_1_28.jpeg,"[190.9, 179.8, 760.4000244140625, 156.6999969482422, 774.7000122070312, 582.7000122070312, 203.60000610351562, 612.5]"
medicakolkata_ccu2_mon--7_2022_5_30_1_6_20.jpeg,"[511.1, 165.2, 909.4000244140625, 163.1999969482422, 889.9000244140625, 475.29998779296875, 493.70001220703125, 483]"
medicakolkata_rcu_mon--8_2022_5_30_14_5_27.jpeg,"[502.6, 196.4, 913.2, 197.7, 915.3, 504, 504.1, 507.4]"
medicakolkata_mau_mon--2_2022_5_30_14_8_40.jpeg,"[449, 164.7, 871.7999877929688, 170.89999389648438, 868.5, 482.5, 449.8, 474.5]"
spsludhiana_micuiithirdfloor_mon--MII06_2022_6_8_1_8_51.jpeg,"[414.7, 115.3, 990.5, 147.2, 979.3, 540, 409.5, 497.3]"
medicakolkata_ccu2_mon--5_2022_6_20_10_4_8.jpeg,"[229.8, 173.5, 765.5999755859375, 221.39999389648438, 773.4000244140625, 633.2000122070312, 232, 582.8]"
medicakolkata_ccu3_mon--1_2022_6_8_16_2_18.jpeg,"[539, 212.39999389648438, 936.5, 184.3, 867.9000244140625, 512.7999877929688, 470.3999938964844, 549.0999755859375]"
medicakolkata_ccu2_mon--7_2022_5_30_21_6_53.jpeg,"[362.8999938964844, 159.3000030517578, 792.7999877929688, 172.1999969482422, 780.1, 488.4, 353.79998779296875, 480.3999938964844]"
medicakolkata_ccu1_mon--12_2022_5_30_9_2_13.jpeg,"[649.8, 179.1, 1183.9000244140625, 172.1999969482422, 1156.699951171875, 576.2999877929688, 624.5, 589.2000122070312]"
spsludhiana_micuiithirdfloor_mon--MII07_2022_5_30_8_8_59.jpeg,"[404.2, 103.4, 974.0999755859375, 88.0999984741211, 965, 451.8999938964844, 401.70001220703125, 475.29998779296875]"
spsludhiana_micuiithirdfloor_mon--MII07_2022_5_30_12_8_36.jpeg,"[411.9, 98.7, 971.5, 84.1, 963.7999877929688, 448.1000061035156, 410.79998779296875, 479.1000061035156]"
medicakolkata_ccu1_mon--8_2022_5_30_9_1_12.jpeg,"[396, 157.4, 975.4000244140625, 146.3000030517578, 975.2, 561, 403.3, 576]"
medicakolkata_mau_mon--4_2022_5_18_23_7_46.jpeg,"[278.7, 281, 779.9, 271.9, 795.4, 613.8, 296.8, 625.5]"
medicakolkata_ccu2_mon--2_2022_5_18_11_5_54.jpeg,"[234.6999969482422, 75.0999984741211, 721.5999755859375, 94.5, 734.5, 458.3999938964844, 254.10000610351562, 429.8999938964844]"
medicakolkata_ccu2_mon--1_2022_5_30_19_6_20.jpeg,"[449.6, 215.2, 909.4000244140625, 186.5, 867.9000244140625, 502.3999938964844, 413.3999938964844, 543.9000244140625]"
medicakolkata_ccu3_mon--7_2022_5_30_19_3_26.jpeg,"[361.6000061035156, 89.4000015258789, 1009.0999755859375, 115.30000305175781, 970.2000122070312, 569.7999877929688, 325.29998779296875, 547.7999877929688]"
medicakolkata_ccu2_mon--4_2022_6_8_16_6_28.jpeg,"[484.9, 133.6, 950.7999877929688, 124.30000305175781, 931.6, 475.7, 462.6, 492.1]"
medicakolkata_ccu3_mon--3_2022_6_8_1_2_58.jpeg,"[401.2, 204.7, 902.9000244140625, 182.60000610351562, 927.5, 534.7999877929688, 429.5, 558.6]"
spsludhiana_micuiithirdfloor_mon--MII07_2022_6_8_8_9_2.jpeg,"[485.8999938964844, 71.19999694824219, 1000.6, 70.9, 989.7000122070312, 441.6000061035156, 480.70001220703125, 449.3999938964844]"
medicakolkata_ccu2_mon--4_2022_5_18_18_6_43.jpeg,"[550.6, 187.1, 1002.6, 169.6, 963.8, 510.2, 511.79998779296875, 532.2000122070312]"
medicakolkata_ccu3_mon--5_2022_6_8_9_3_7.jpeg,"[479.4, 205.9, 1005.2000122070312, 193, 997.4, 514.1, 470.4, 533.5]"
medicakolkata_rcu_mon--10_2022_5_30_14_5_53.jpeg,"[425.1, 172.2, 746.2, 183.9, 777.3, 464.9, 457.4, 440.3]"
medicakolkata_ccu3_mon--5_2022_6_20_7_1_47.jpeg,"[432.7, 188.3, 975.4, 179, 978.5, 518.6, 433.9, 531.2]"
spsludhiana_micuiithirdfloor_mon--MII06_2022_6_8_7_8_51.jpeg,"[416, 120.4000015258789, 989.1, 152.4, 980.5999755859375, 541.2999877929688, 409.5, 498.6000061035156]"
spsludhiana_micuiithirdfloor_mon--MII07_2022_6_8_20_8_50.jpeg,"[487.20001220703125, 69.9000015258789, 1002, 73.7, 998.7, 444.1, 482, 451.8999938964844]"
medicakolkata_mau_mon--9_2022_6_20_21_7_7.jpeg,"[359, 168.3, 770.7999877929688, 174.8000030517578, 783.8, 530.9, 370.7, 521.9]"
medicakolkata_ccu1_mon--12_2022_5_30_11_2_13.jpeg,"[647.5, 177.5, 1178.699951171875, 174.8000030517578, 1156.699951171875, 575, 624.5, 586.5999755859375]"
medicakolkata_ccu1_mon--9_2022_6_8_14_1_27.jpeg,"[188.10000610351562, 182.60000610351562, 761.7000122070312, 155.39999389648438, 774.7000122070312, 582.7000122070312, 201.9, 611.4]"
medicakolkata_ccu3_mon--8_2022_6_8_16_3_32.jpeg,"[375.79998779296875, 148.89999389648438, 990.3, 190.2, 939.0999755859375, 616.4000244140625, 335.70001220703125, 571.0999755859375]"
medicakolkata_ccu2_mon--8_2022_6_20_7_4_44.jpeg,"[349.8999938964844, 156.6999969482422, 831.8, 120.9, 847.9, 476.8, 362.8999938964844, 510.20001220703125]"
medicakolkata_ccu1_mon--9_2022_6_8_16_1_28.jpeg,"[191.4, 184.5, 763, 155.39999389648438, 774.7000122070312, 585.2999877929688, 203.60000610351562, 612.5]"
medicakolkata_ccu1_mon--4_2022_5_30_13_0_50.jpeg,"[399.4, 152.9, 900, 171.8, 897.4, 549.6, 397.6, 536.7]"
medicakolkata_ccu2_mon--8_2022_6_20_17_5_19.jpeg,"[346.1000061035156, 158, 833.1, 119.8, 846.1, 476.1, 364.20001220703125, 514.0999755859375]"
medicakolkata_mau_mon--5_2022_5_30_3_7_16.jpeg,"[253.3, 264.9, 689.2000122070312, 277.1000061035156, 719, 621.5999755859375, 289.1000061035156, 607.2999877929688]"
medicakolkata_ccu1_mon--11_2022_6_8_16_1_52.jpeg,"[451.8, 166.8, 924.4, 178, 950.7999877929688, 620.2999877929688, 476.9, 607.3]"
medicakolkata_ccu1_mon--9_2022_6_8_20_1_28.jpeg,"[190.6999969482422, 181.3000030517578, 759.0999755859375, 158, 773.4000244140625, 581.4000244140625, 200.1, 609.2]"
medicakolkata_ccu2_mon--4_2022_6_8_21_6_31.jpeg,"[404.8, 130.4, 888.1, 131.8, 869.1, 481.6, 388.8, 484.6]"
medicakolkata_ccu1_mon--9_2022_6_20_20_1_25.jpeg,"[409.6, 177, 880.9000244140625, 141.1999969482422, 891.2000122070312, 558.0999755859375, 412.1000061035156, 608.5999755859375]"
medicakolkata_ccu2_mon--5_2022_6_8_7_6_47.jpeg,"[239.5, 151.6, 757.9000244140625, 205.89999389648438, 774.7000122070312, 619, 254.10000610351562, 558.0999755859375]"
medicakolkata_ccu3_mon--2_2022_5_18_5_2_22.jpeg,"[351.6, 190.2, 901.5999755859375, 199.39999389648438, 895.0999755859375, 568.5, 351.20001220703125, 563.2999877929688]"
medicakolkata_rcu_mon--1_2022_5_30_9_4_16.jpeg,"[633.9, 291.7, 877.5, 286.5, 852.4000244140625, 486.8999938964844, 605, 497.29998779296875]"
medicakolkata_ccu1_mon--3_2022_5_30_14_0_24.jpeg,"[442.1, 170, 980.5999755859375, 195.5, 970.2000122070312, 590.5, 435.7, 562.2]"
medicakolkata_ccu2_mon--1_2022_5_30_14_6_6.jpeg,"[450, 217.4, 909.4000244140625, 186.5, 869.2000122070312, 502.3999938964844, 412.1000061035156, 541.2999877929688]"
medicakolkata_ccu2_mon--7_2022_5_30_19_7_5.jpeg,"[372.8, 158.3, 802.6, 174.9, 791.5, 488.20001220703125, 360.29998779296875, 480.3999938964844]"
medicakolkata_ccu2_mon--4_2022_6_8_14_6_38.jpeg,"[484.6000061035156, 132.10000610351562, 948.2000122070312, 123, 924.9000244140625, 476.6000061035156, 458.70001220703125, 492.1000061035156]"
medicakolkata_ccu2_mon--6_2022_6_8_10_7_20.jpeg,"[403, 187.5, 862.7000122070312, 199.39999389648438, 847.2000122070312, 523.2000122070312, 390.1000061035156, 510.20001220703125]"
medicakolkata_ccu2_mon--6_2022_6_20_8_4_32.jpeg,"[228.2, 84.2, 659.4, 106.2, 681.4, 427.3, 250.1999969482422, 402.70001220703125]"
hcgbhavnagar_micu_mon--404_2022_6_8_3_20_0.jpeg,"[226.2, 112.1, 804.5, 82.9000015258789, 823.9000244140625, 536.0999755859375, 242.5, 556.7999877929688]"
medicasiliguri_icu_mon--6_2022_6_8_11_15_38.jpeg,"[406.4, 120.7, 729.4, 80.3, 752.7000122070312, 318.6000061035156, 436.70001220703125, 356.1000061035156]"
medicakolkata_ccu1_mon--3_2022_6_8_17_0_13.jpeg,"[365.5, 164.5, 843.2999877929688, 200.6999969482422, 844.5999755859375, 595.7000122070312, 374.5, 549.0999755859375]"
medicakolkata_ccu3_mon--5_2022_6_20_18_2_13.jpeg,"[501.2, 196.4, 1031.0999755859375, 185.1999969482422, 1027.199951171875, 510.20001220703125, 495, 529.5999755859375]"
hcgnagpur_icu_mon--4_2022_6_20_23_30_37.jpeg,"[337.4, 380.6, 638.8, 376.1, 637.4000244140625, 597, 335.70001220703125, 602.2000122070312]"
medicakolkata_ccu3_mon--4_2022_6_20_18_2_0.jpeg,"[265.8, 146.9, 774.7000122070312, 161.89999389648438, 779.9000244140625, 523.2000122070312, 281.29998779296875, 502.3999938964844]"
medicakolkata_ccu3_mon--6_2022_5_18_1_3_2.jpeg,"[299.3999938964844, 137.3000030517578, 826.5, 185.1999969482422, 796.7000122070312, 575, 273.5, 529.5999755859375]"
medicakolkata_ccu2_mon--4_2022_6_20_6_3_58.jpeg,"[270.6, 141.7, 765.5999755859375, 151.5, 756.5999755859375, 508.8999938964844, 264.7, 500.5]"
medicakolkata_rcu_mon--9_2022_5_18_23_6_3.jpeg,"[565.8, 194.8, 859.8, 209.4, 883.5, 462.29998779296875, 586.5, 435.7]"
medicakolkata_rcu_mon--4_2022_5_18_2_3_56.jpeg,"[566.8, 275.9, 763, 284.8999938964844, 782.5, 464.8999938964844, 586.9000244140625, 454.5]"
medicakolkata_ccu3_mon--1_2022_6_8_2_2_17.jpeg,"[500.20001220703125, 151.5, 903.2, 124, 855, 471.3999938964844, 453.5, 502.3999938964844]"
hcgnagpur_icu_mon--5_2022_5_18_18_30_26.jpeg,"[356.3999938964844, 176.10000610351562, 646, 181.2, 645.2000122070312, 411.79998779296875, 349.8999938964844, 414.3999938964844]"
medicakolkata_ccu3_mon--8_2022_5_30_19_3_51.jpeg,"[367.5, 149.8, 980, 182.8, 936.5999755859375, 606, 333.1000061035156, 575]"
medicakolkata_rcu_mon--4_2022_5_18_5_4_20.jpeg,"[601.1, 281.9, 831.7000122070312, 286.20001220703125, 845.9000244140625, 463.6000061035156, 615.4000244140625, 457.1000061035156]"
medicakolkata_mau_mon--4_2022_5_18_14_7_11.jpeg,"[291.70001220703125, 278.3999938964844, 788.9000244140625, 274.5, 809.7000122070312, 612.5, 311.1000061035156, 620.2999877929688]"
medicakolkata_ccu3_mon--10_2022_5_30_9_4_3.jpeg,"[260.3, 175.7, 808.4000244140625, 160.60000610351562, 807.0999755859375, 565.9000244140625, 265.79998779296875, 582.7000122070312]"
medicakolkata_ccu3_mon--7_2022_5_30_15_3_26.jpeg,"[360.9, 88.9, 1009.0999755859375, 116.5, 967.5999755859375, 572.4000244140625, 322.70001220703125, 555.5]"
medicakolkata_rcu_mon--8_2022_5_18_11_5_12.jpeg,"[434.6, 204.8, 831.3, 214.5, 830.4000244140625, 520.5999755859375, 434.1000061035156, 507.6000061035156]"
medicakolkata_ccu2_mon--8_2022_5_30_17_7_17.jpeg,"[447, 202.5, 896.4000244140625, 150.1999969482422, 914.5, 503.70001220703125, 465.20001220703125, 562]"
kamalnayanbajaj_micu_mon--16_2022_6_20_17_46_22.jpeg,"[334.3999938964844, 106.19999694824219, 843.2999877929688, 46.599998474121094, 853.7000122070312, 431.20001220703125, 351.20001220703125, 497.29998779296875]"
medicakolkata_ccu2_mon--3_2022_5_18_6_6_4.jpeg,"[258.7, 156.9, 624.5, 208.5, 671.0999755859375, 564.5999755859375, 308.5, 505]"
medicakolkata_ccu2_mon--3_2022_5_30_4_6_4.jpeg,"[370.9, 134.1, 854.1, 153.1, 856.2999877929688, 525.7999877929688, 383.6000061035156, 498.6000061035156]"
medicakolkata_ccu3_mon--5_2022_5_30_17_3_14.jpeg,"[434.1000061035156, 165.8000030517578, 967.5999755859375, 155.39999389648438, 971.5, 490.79998779296875, 436.70001220703125, 506.29998779296875]"
kamalnayanbajaj_micu_mon--19_2022_6_20_19_46_57.jpeg,"[418.2, 168.1, 984.5, 183.89999389648438, 986.6, 615.7, 417.29998779296875, 597]"
medicakolkata_rcu_mon--2_2022_5_30_8_4_27.jpeg,"[514.7, 273.9, 765.5999755859375, 281, 763, 467.5, 511.79998779296875, 459.70001220703125]"
medicakolkata_ccu1_mon--8_2022_6_20_22_1_0.jpeg,"[274.79998779296875, 53.099998474121094, 828.6, 40.5, 842, 476.6000061035156, 280, 481.70001220703125]"
medicakolkata_ccu3_mon--5_2022_6_8_22_3_21.jpeg,"[435.5, 227.2, 983.2000122070312, 217.60000610351562, 974.0999755859375, 543.9000244140625, 434.1000061035156, 554.2000122070312]"
hcgnagpur_icu_mon--2_2022_6_8_2_30_14.jpeg,"[396.6000061035156, 170.89999389648438, 884.7999877929688, 132.10000610351562, 869.2, 524.5, 379.7, 576.3]"
medicakolkata_ccu3_mon--3_2022_5_30_15_3_3.jpeg,"[371.9, 256.5, 877, 234.39999389648438, 910.7000122070312, 568.5, 412.1000061035156, 591.7999877929688]"
medicakolkata_ccu3_mon--3_2022_6_20_23_2_33.jpeg,"[420.9, 166.3, 922.2999877929688, 145, 945.5999755859375, 514.0999755859375, 441.8999938964844, 536.0999755859375]"
spsludhiana_micuiithirdfloor_mon--MII06_2022_6_20_10_8_50.jpeg,"[373.20001220703125, 133.39999389648438, 956, 180, 937.9000244140625, 568.5, 362.8999938964844, 512.7999877929688]"
medicakolkata_ccu1_mon--11_2022_6_8_1_2_6.jpeg,"[451.5, 163.6, 907.5, 170.2, 937.7, 621.3, 482.7, 606.4]"
medicakolkata_ccu3_mon--1_2022_6_8_1_2_33.jpeg,"[500.20001220703125, 151.5, 901.5, 126.2, 853.7000122070312, 470.1000061035156, 453.5, 503.70001220703125]"
spsludhiana_micuiithirdfloor_mon--MII03_2022_6_20_8_8_24.jpeg,"[631.9, 70.9, 1084.199951171875, 33.70000076293945, 1094.5, 332.79998779296875, 643.9000244140625, 373]"
medicakolkata_ccu2_mon--8_2022_6_20_11_4_44.jpeg,"[346.1000061035156, 156.6999969482422, 830.4000244140625, 119.0999984741211, 845.9000244140625, 472.70001220703125, 364.2, 511.4]"
spsludhiana_micuiithirdfloor_mon--MII06_2022_6_20_21_8_48.jpeg,"[374.5, 137.3000030517578, 961.2000122070312, 185.1999969482422, 941.7000122070312, 577.5999755859375, 352.5, 520.5999755859375]"
medicakolkata_ccu2_mon--6_2022_6_8_22_7_22.jpeg,"[502.70001220703125, 186.5, 952.0999755859375, 195.5, 921, 516.7000122070312, 472.2, 520.6]"
medicakolkata_ccu1_mon--9_2022_6_8_12_1_28.jpeg,"[193.1999969482422, 186.5, 761.2, 155.2, 773.4000244140625, 582.7000122070312, 202.3000030517578, 612.5]"
medicakolkata_ccu2_mon--8_2022_5_18_14_6_58.jpeg,"[357.1, 210.2, 834.2999877929688, 168.3000030517578, 849.7999877929688, 523.2000122070312, 378.3999938964844, 568.5]"
medicakolkata_ccu3_mon--3_2022_5_18_10_3_0.jpeg,"[375.2, 225.2, 879.5999755859375, 203.3000030517578, 905.5, 554.2000122070312, 405.6000061035156, 575]"
medicakolkata_ccu3_mon--10_2022_5_30_4_4_2.jpeg,"[259.5, 174.2, 807.0999755859375, 164.5, 808.4000244140625, 569.7999877929688, 263.20001220703125, 587.9000244140625]"
hcgbhavnagar_micu_mon--404_2022_6_8_8_20_1.jpeg,"[226.9, 109.6, 809.7, 81.6, 829.0999755859375, 528.2999877929688, 247.6, 553]"
medicakolkata_ccu3_mon--5_2022_5_30_13_3_15.jpeg,"[434.1, 167.1, 970.3, 153.5, 968.9000244140625, 490.79998779296875, 435.4, 505]"
medicasiliguri_icu_mon--4_2022_6_8_2_15_13.jpeg,"[305.5, 253.3, 772.0999755859375, 277.1000061035156, 766.9000244140625, 657.7999877929688, 302, 630.7000122070312]"
medicakolkata_ccu3_mon--1_2022_6_20_0_1_35.jpeg,"[539, 132.10000610351562, 896.8, 104.9, 852.9, 453.4, 495, 492.1000061035156]"
medicakolkata_mau_mon--8_2022_5_18_3_6_54.jpeg,"[381, 215, 943, 222.6999969482422, 935.2999877929688, 551.7000122070312, 379.70001220703125, 546.5]"
medicakolkata_ccu3_mon--1_2022_6_8_18_2_17.jpeg,"[539, 212.1, 934, 181.3000030517578, 865.2999877929688, 514.0999755859375, 469.1000061035156, 551.7000122070312]"
medicakolkata_ccu3_mon--2_2022_6_8_0_2_47.jpeg,"[410.8, 200.7, 961.5, 192.1, 938.5, 557, 397.9, 569.8]"
medicakolkata_ccu3_mon--1_2022_5_18_23_2_35.jpeg,"[384.2, 142.5, 827.7999877929688, 117.80000305175781, 818.7000122070312, 474, 374.5, 511.5]"
medicakolkata_ccu2_mon--1_2022_6_8_19_5_57.jpeg,"[419.8999938964844, 215, 886.9, 189.9, 851.3, 502.1, 393.4, 533.4]"
medicakolkata_ccu3_mon--1_2022_6_20_9_1_35.jpeg,"[553.2000122070312, 155.39999389648438, 914.1, 125.9, 872.4, 471.1, 507.8999938964844, 511.5]"
medicakolkata_ccu2_mon--4_2022_5_30_7_6_15.jpeg,"[359.3, 173.2, 856.2999877929688, 181.3000030517578, 836.7999877929688, 524.5, 340.8999938964844, 520.5999755859375]"
medicakolkata_ccu3_mon--6_2022_5_30_20_3_39.jpeg,"[278.6, 150.4, 805, 200.4, 783.2, 585, 262.6, 541.5]"
medicakolkata_ccu2_mon--5_2022_5_18_15_6_32.jpeg,"[312.4, 168.3, 849.7999877929688, 217.60000610351562, 857.6, 628.1, 318.9, 577.6]"
medicasiliguri_icu_mon--7_2022_5_18_17_15_28.jpeg,"[506.5, 315, 733.2000122070312, 301.70001220703125, 730.7000122070312, 501.20001220703125, 498.8999938964844, 523.2000122070312]"
medicakolkata_ccu3_mon--5_2022_6_20_12_1_48.jpeg,"[493.8, 188.9, 1032.1, 177.6, 1023.2999877929688, 512.7999877929688, 491.1000061035156, 528.2999877929688]"
medicakolkata_ccu2_mon--7_2022_6_8_8_7_0.jpeg,"[352.5, 158.5, 784.8, 167.8, 769.5, 483, 340.5, 472.6]"
medicakolkata_rcu_mon--9_2022_5_18_6_5_24.jpeg,"[557.1, 194.1, 849.8, 212.4, 873.1, 457.1, 577.8, 432.3]"
hcgnagpur_icu_mon--4_2022_6_20_8_30_25.jpeg,"[340, 382.3, 637.4, 378.1, 630.9, 598.3, 338.3, 600.9]"
medicakolkata_ccu2_mon--6_2022_5_30_21_7_6.jpeg,"[339.3, 181.8, 790.2000122070312, 204.60000610351562, 787.5999755859375, 524.5, 339.6000061035156, 507.6000061035156]"
medicakolkata_ccu2_mon--5_2022_5_18_1_5_39.jpeg,"[571.9, 190.4, 1139.9, 204.6, 1103.5999755859375, 611.2000122070312, 537.7000122070312, 598.2999877929688]"
medicasiliguri_icu_mon--6_2022_6_8_7_15_38.jpeg,"[409.1, 121.3, 729.4000244140625, 80.30000305175781, 754, 316, 431.5, 361.29998779296875]"
hcgnagpur_icu_mon--4_2022_6_20_9_30_24.jpeg,"[337.8, 380.2, 637.4000244140625, 376.79998779296875, 637.4000244140625, 595.7000122070312, 337, 600.9000244140625]"
medicakolkata_ccu3_mon--6_2022_5_18_6_3_26.jpeg,"[300.70001220703125, 137.3000030517578, 827.7999877929688, 183.89999389648438, 798, 576.2999877929688, 276.1000061035156, 527.0999755859375]"
medicakolkata_ccu3_mon--4_2022_5_30_23_2_49.jpeg,"[399.6, 145.5, 904.2, 150.6, 888.6, 500.7, 385.1, 504.9]"
medicakolkata_ccu1_mon--12_2022_6_8_2_2_4.jpeg,"[677.5999755859375, 174.8000030517578, 1202, 164.3, 1176.0999755859375, 563.2999877929688, 656.7999877929688, 587.9000244140625]"
spsludhiana_micuiithirdfloor_mon--MII07_2022_6_20_18_8_48.jpeg,"[427.6000061035156, 93.19999694824219, 990.9000244140625, 99.69999694824219, 981.9000244140625, 468.79998779296875, 422.5, 467.2]"
medicakolkata_ccu3_mon--5_2022_6_8_7_3_6.jpeg,"[480.70001220703125, 208.5, 1007.2, 189.7, 996.0999755859375, 520.5999755859375, 474.29998779296875, 540]"
medicakolkata_ccu2_mon--1_2022_6_8_22_6_21.jpeg,"[418.6, 215, 887.3, 187.8, 852.4000244140625, 505, 388.8, 537.4]"
kamalnayanbajaj_micu_mon--19_2022_6_20_23_46_54.jpeg,"[415.4, 167.4, 988.4000244140625, 181.3000030517578, 990.9000244140625, 612.5, 419.8999938964844, 595.7000122070312]"
medicakolkata_mau_mon--1_2022_5_30_22_8_19.jpeg,"[469.3, 236.6, 910.1, 227.2, 875.7, 594.4, 441.8999938964844, 606]"
kamalnayanbajaj_micu_mon--18_2022_6_20_7_47_9.jpeg,"[488.5, 252.5, 839.4000244140625, 215, 840.7000122070312, 486.8999938964844, 491.1000061035156, 530.9000244140625]"
medicakolkata_ccu2_mon--3_2022_5_18_18_6_31.jpeg,"[259.3, 161.9, 625.8, 211.1, 671.1, 564.6, 309.8, 507.6]"
medicakolkata_ccu2_mon--1_2022_6_8_17_5_52.jpeg,"[421.20001220703125, 212.39999389648438, 885, 186.3, 852.5, 499.3, 387.5, 533.5]"
medicakolkata_rcu_mon--3_2022_5_30_1_4_31.jpeg,"[488.3, 184, 781.2000122070312, 181.3000030517578, 772.0999755859375, 392.3999938964844, 482, 397.6000061035156]"
medicakolkata_ccu3_mon--5_2022_5_18_8_3_12.jpeg,"[375.8, 193, 922.2999877929688, 204.60000610351562, 914.5, 534.7999877929688, 369.2, 527.4]"
kamalnayanbajaj_micu_mon--17_2022_6_20_2_46_58.jpeg,"[285.2, 237.9, 669.7999877929688, 247.3000030517578, 668.5, 527.0999755859375, 285.20001220703125, 516.7000122070312]"
